id,locality,price_cr,sqft
1006,Bandra East,7.12,1009
1007,Chembur,7.97,624
1008,Bandra East,2.55,1453
1009,Bandra East,4.54,743
1010,Bandra East,6.93,955
1011,Worli,3.41,691
1012,Powai,3.02,615
1013,Borivali West,1.44,815
1014,Borivali West,5.1,942
1015,Powai,2.07,1705
1016,Andheri West,4.83,695
1017,Powai,1.63,1359
1018,Borivali West,3.45,1705
1019,Andheri West,1.57,1600
1020,Bandra East,7.25,949
1021,Andheri West,2.25,1127
1022,Borivali West,7.82,617
1023,Andheri West,1.76,1289
1024,Powai,7.11,1599
1025,Bandra East,3.11,1527
1026,Bandra East,5.48,611
1027,Andheri West,3.68,1470
1028,Worli,6.88,1026
1029,Chembur,7.69,1610
1030,Chembur,6.89,706
1031,Andheri West,2.24,783
1032,Powai,1.95,1436
1033,Chembur,5.83,1449
1034,Powai,2.91,610
1035,Andheri West,1.98,1358
1036,Andheri West,6.99,1422
1037,Worli,5.4,605
1038,Borivali West,1.58,1186
1039,Bandra East,6.62,725
1040,Andheri West,2.18,1493
1041,Borivali West,7.64,1136
1042,Borivali West,2.89,1231
1043,Powai,2.45,663
1044,Borivali West,6.73,1421
1045,Andheri West,6.26,1057
1046,Andheri West,8.12,620
1047,Borivali West,4.85,1275
1048,Bandra East,5.79,991
1049,Powai,6.69,1565
1050,Borivali West,5.07,962
1051,Borivali West,4.58,1497
1052,Bandra East,2.87,1639
1053,Andheri West,8.22,1074
1054,Borivali West,7.87,1749
1055,Powai,1.71,1114
1056,Chembur,3.5,763
1057,Chembur,6.18,1284
1058,Worli,7.74,1623
1059,Worli,6.81,1192
1060,Worli,7.31,700
1061,Chembur,5.01,948
1062,Worli,4.83,1438
1063,Powai,6.75,994
1064,Worli,6.89,1293
1065,Andheri West,7.01,972
1066,Andheri West,8.33,1114
1067,Bandra East,3.47,1457
1068,Bandra East,4.91,1029
1069,Powai,6.37,1590
1070,Chembur,3.31,848
1071,Worli,3.28,1233
1072,Borivali West,2.77,1103
1073,Bandra East,3.84,782
1074,Worli,4.38,1022
1075,Bandra East,8.22,785
1076,Chembur,3.65,1772
1077,Bandra East,6.59,1749
1078,Chembur,1.37,945
1079,Bandra East,4.0,819
1080,Bandra East,1.42,1442
1081,Powai,7.92,913
1082,Bandra East,6.63,1409
1083,Powai,1.32,1734
1084,Borivali West,7.23,1629
1085,Bandra East,4.14,606
1086,Chembur,2.85,1124
1087,Borivali West,4.91,1647
1088,Worli,3.43,1582
1089,Worli,4.18,1093
1090,Powai,1.85,816
1091,Powai,5.19,1576
1092,Worli,6.95,1059
1093,Bandra East,6.46,1177
1094,Bandra East,1.55,1354
1095,Powai,3.17,1209
1096,Chembur,5.14,1617
1097,Chembur,5.65,770
1098,Powai,4.88,1578
1099,Powai,7.37,1336
1100,Borivali West,3.78,670
1101,Chembur,4.19,680
1102,Bandra East,6.63,1255
1103,Bandra East,3.15,1012
1104,Powai,5.21,1321
1105,Powai,8.38,1074
1106,Chembur,7.18,849
1107,Borivali West,5.42,1076
1108,Andheri West,6.87,1412
1109,Powai,4.52,618
1110,Worli,2.69,1542
1111,Borivali West,5.46,1330
1112,Worli,1.96,1216
1113,Chembur,7.54,1727
1114,Worli,7.02,892
1115,Chembur,8.49,1127
1116,Borivali West,4.39,1174
1117,Powai,8.17,1468
1118,Chembur,5.58,627
1119,Worli,5.72,638
1120,Bandra East,6.75,683
1121,Powai,3.06,724
1122,Worli,6.65,1619
1123,Borivali West,2.83,1361
1124,Worli,1.58,1302
1125,Andheri West,8.23,1678
1126,Powai,3.85,916
1127,Bandra East,3.73,640
1128,Worli,6.59,1715
1129,Chembur,2.31,1086
1130,Andheri West,5.72,1695
1131,Borivali West,2.85,992
1132,Borivali West,6.59,1352
1133,Powai,3.13,1093
1134,Andheri West,4.55,885
1135,Andheri West,2.42,1518
1136,Chembur,1.8,1214
1137,Chembur,5.16,1579
1138,Powai,7.57,1195
1139,Andheri West,7.19,860
1140,Powai,8.44,1441
1141,Borivali West,4.28,645
1142,Worli,4.2,604
1143,Bandra East,6.05,990
1144,Borivali West,4.23,1444
1145,Bandra East,4.29,822
1146,Andheri West,5.58,887
1147,Borivali West,2.33,1029
1148,Worli,7.11,718
1149,Andheri West,7.34,789
1150,Bandra East,4.84,1690
1151,Borivali West,7.05,1335
1152,Borivali West,7.01,1482
1153,Andheri West,6.52,1138
1154,Borivali West,5.81,1520
1155,Chembur,7.01,1657
1156,Worli,2.88,1381
1157,Bandra East,5.87,1388
1158,Borivali West,6.08,1340
1159,Bandra East,7.89,1356
1160,Bandra East,4.91,1686
1161,Powai,7.55,1385
1162,Chembur,5.31,1179
1163,Borivali West,3.04,1169
1164,Borivali West,3.15,1729
1165,Borivali West,6.68,828
1166,Worli,7.5,1721
1167,Borivali West,7.75,1662
1168,Borivali West,3.5,1344
1169,Powai,7.8,1119
1170,Andheri West,5.54,1259
1171,Bandra East,2.87,864
1172,Chembur,1.66,1327
1173,Powai,3.17,725
1174,Chembur,3.32,1455
1175,Powai,8.21,1028
1176,Worli,5.13,1736
1177,Powai,4.87,1623
1178,Chembur,3.11,754
1179,Bandra East,2.2,1083
1180,Worli,6.68,1708
1181,Andheri West,7.45,1063
1182,Powai,5.22,707
1183,Bandra East,1.73,1384
1184,Andheri West,4.86,1200
1185,Bandra East,8.49,1790
1186,Borivali West,7.59,1281
1187,Chembur,7.34,872
1188,Worli,7.29,755
1189,Borivali West,5.13,1107
1190,Andheri West,6.97,910
1191,Chembur,4.3,1067
1192,Bandra East,7.3,1752
1193,Powai,8.09,722
1194,Worli,6.34,1362
1195,Bandra East,1.64,784
1196,Borivali West,6.35,1782
1197,Worli,4.42,719
1198,Worli,7.38,1696
1199,Powai,5.2,1280
1200,Powai,7.17,759
1201,Worli,6.31,1698
1202,Borivali West,8.03,611
1203,Powai,4.96,852
1204,Borivali West,5.56,652
1205,Bandra East,8.2,1531
1206,Chembur,7.16,1522
1207,Chembur,5.83,1197
1208,Powai,2.96,1687
1209,Powai,6.62,859
1210,Chembur,3.95,1071
1211,Bandra East,8.49,1506
1212,Worli,3.55,1044
1213,Bandra East,7.59,1203
1214,Chembur,1.53,1583
1215,Borivali West,4.6,777
1216,Bandra East,7.04,1612
1217,Powai,2.02,1529
1218,Powai,2.12,1424
1219,Powai,3.4,796
1220,Powai,1.67,1171
1221,Worli,3.18,1466
1222,Chembur,5.79,1407
1223,Bandra East,4.0,720
1224,Borivali West,4.98,1578
1225,Borivali West,7.25,998
1226,Bandra East,1.53,1333
1227,Bandra East,7.18,1045
1228,Borivali West,5.71,996
1229,Chembur,7.0,1207
1230,Powai,7.71,763
1231,Worli,8.34,1254
1232,Andheri West,1.49,1051
1233,Worli,5.61,1669
1234,Chembur,1.28,624
1235,Powai,3.89,1119
1236,Borivali West,4.3,705
1237,Worli,8.02,636
1238,Andheri West,5.78,1531
1239,Borivali West,5.32,726
1240,Bandra East,1.65,1287
1241,Bandra East,3.63,1666
1242,Worli,5.78,837
1243,Chembur,4.08,894
1244,Borivali West,6.3,1610
1245,Bandra East,3.1,833
1246,Worli,1.36,600
1247,Bandra East,7.15,835
1248,Chembur,3.29,958
1249,Andheri West,8.31,1447
1250,Bandra East,2.1,900
1251,Chembur,7.22,1101
1252,Andheri West,2.17,1715
1253,Worli,3.68,639
1254,Bandra East,4.79,1283
1255,Bandra East,1.31,979
1256,Borivali West,5.79,929
1257,Andheri West,6.09,1696
1258,Worli,5.29,1068
1259,Borivali West,8.3,1614
1260,Powai,8.33,1214
1261,Worli,5.08,1472
1262,Bandra East,7.69,1514
1263,Andheri West,8.1,1501
1264,Bandra East,3.58,804
1265,Powai,7.61,831
1266,Andheri West,4.49,1537
1267,Andheri West,6.18,1136
1268,Andheri West,1.63,750
1269,Worli,5.99,1120
1270,Bandra East,4.48,672
1271,Chembur,6.96,650
1272,Worli,5.62,612
1273,Worli,2.13,1444
1274,Chembur,6.6,722
1275,Bandra East,1.38,847
1276,Bandra East,4.07,923
1277,Chembur,7.6,1566
1278,Powai,7.38,999
1279,Borivali West,7.91,631
1280,Chembur,1.79,1396
1281,Bandra East,4.62,1263
1282,Worli,1.39,1751
1283,Chembur,7.68,1774
1284,Andheri West,4.97,1370
1285,Chembur,7.95,701
1286,Borivali West,7.42,991
1287,Powai,4.39,1569
1288,Chembur,5.28,907
1289,Bandra East,4.57,1772
1290,Worli,8.16,1635
1291,Andheri West,6.16,658
1292,Bandra East,6.91,664
1293,Worli,4.38,1156
1294,Powai,4.07,1264
1295,Powai,5.23,618
1296,Borivali West,7.57,1494
1297,Borivali West,1.4,1724
1298,Powai,2.71,1760
1299,Borivali West,7.12,1138
1300,Powai,3.35,1300
1301,Powai,3.74,1151
1302,Borivali West,5.91,1227
1303,Bandra East,4.2,1229
1304,Chembur,5.14,1752
1305,Chembur,3.6,899
1306,Powai,7.95,1361
1307,Bandra East,2.03,938
1308,Chembur,5.71,1676
1309,Andheri West,7.44,1793
1310,Chembur,5.47,1072
1311,Powai,5.72,1755
1312,Andheri West,3.55,1387
1313,Powai,7.17,1436
1314,Chembur,3.72,1268
1315,Bandra East,7.5,670
1316,Chembur,3.15,603
1317,Borivali West,5.88,792
1318,Chembur,7.63,737
1319,Borivali West,6.22,640
1320,Bandra East,3.07,763
1321,Bandra East,8.29,1475
1322,Powai,1.56,1332
1323,Borivali West,8.04,1357
1324,Powai,2.53,948
1325,Andheri West,8.13,848
1326,Bandra East,7.57,1568
1327,Borivali West,5.46,1407
1328,Chembur,5.13,1410
1329,Andheri West,5.27,979
1330,Chembur,1.39,1416
1331,Powai,5.61,749
1332,Borivali West,7.33,1263
1333,Andheri West,7.54,1090
1334,Chembur,6.55,692
1335,Powai,7.97,934
1336,Andheri West,3.63,942
1337,Powai,4.99,1210
1338,Borivali West,2.4,1581
1339,Andheri West,1.93,1188
1340,Andheri West,5.5,962
1341,Andheri West,3.93,690
1342,Borivali West,8.11,1295
1343,Chembur,8.03,1753
1344,Bandra East,2.51,1489
1345,Borivali West,5.65,1173
1346,Chembur,3.26,965
1347,Chembur,6.25,1797
1348,Andheri West,2.01,1110
1349,Andheri West,8.2,737
1350,Andheri West,3.57,799
1351,Bandra East,4.91,1499
1352,Worli,3.22,745
1353,Bandra East,3.33,854
1354,Worli,5.83,1679
1355,Worli,6.39,607
1356,Bandra East,8.3,1007
1357,Worli,8.45,1390
1358,Borivali West,1.39,1798
1359,Andheri West,2.27,1616
1360,Powai,5.16,866
1361,Powai,6.02,1160
1362,Bandra East,5.13,1385
1363,Powai,6.52,1696
1364,Worli,2.64,959
1365,Chembur,6.22,1258
1366,Borivali West,3.38,808
1367,Bandra East,8.08,1609
1368,Worli,4.8,1206
1369,Worli,2.91,1034
1370,Chembur,5.83,851
1371,Chembur,5.72,953
1372,Worli,5.69,1307
1373,Worli,3.0,1001
1374,Borivali West,3.88,1549
1375,Borivali West,3.94,1780
1376,Powai,2.41,1790
1377,Andheri West,1.44,1743
1378,Borivali West,7.47,892
1379,Andheri West,3.5,1092
1380,Chembur,2.92,945
1381,Borivali West,7.63,1672
1382,Andheri West,6.91,1208
1383,Chembur,6.35,1020
1384,Powai,7.96,1165
1385,Bandra East,1.57,605
1386,Andheri West,6.39,828
1387,Chembur,4.17,1599
1388,Chembur,8.05,704
1389,Powai,3.59,1296
1390,Powai,4.72,1696
1391,Borivali West,6.67,1154
1392,Worli,3.49,1255
1393,Borivali West,2.51,1157
1394,Chembur,4.41,1144
1395,Worli,7.27,1310
1396,Powai,1.96,690
1397,Borivali West,6.88,1181
1398,Bandra East,6.91,1264
1399,Bandra East,4.2,1419
1400,Chembur,7.2,1490
1401,Borivali West,3.21,1021
1402,Worli,2.92,759
1403,Andheri West,8.27,1523
1404,Worli,6.64,896
1405,Borivali West,4.88,1759
1406,Chembur,8.47,743
1407,Bandra East,7.08,664
1408,Andheri West,1.64,1251
1409,Andheri West,8.11,1374
1410,Worli,2.09,1685
1411,Worli,7.31,1112
1412,Bandra East,2.33,929
1413,Bandra East,3.86,988
1414,Chembur,6.46,807
1415,Powai,7.7,1012
1416,Andheri West,7.08,1172
1417,Powai,4.16,627
1418,Powai,5.41,991
1419,Andheri West,7.26,1533
1420,Chembur,2.67,1201
1421,Andheri West,3.99,874
1422,Worli,8.04,715
1423,Andheri West,2.64,990
1424,Worli,1.85,1335
1425,Andheri West,7.72,1584
1426,Andheri West,1.22,1664
1427,Worli,2.51,1426
1428,Andheri West,8.04,1774
1429,Andheri West,7.05,821
1430,Worli,6.41,1542
1431,Bandra East,4.39,1043
1432,Powai,6.41,1714
1433,Worli,6.93,1708
1434,Powai,7.16,704
1435,Worli,4.51,1006
1436,Borivali West,8.07,1582
1437,Bandra East,5.54,827
1438,Bandra East,2.27,1449
1439,Chembur,2.32,1022
1440,Bandra East,1.9,882
1441,Worli,7.55,680
1442,Borivali West,4.71,804
1443,Bandra East,4.05,1052
1444,Borivali West,5.25,1617
1445,Andheri West,4.56,1562
1446,Andheri West,4.89,1049
1447,Borivali West,3.81,1476
1448,Bandra East,5.42,1352
1449,Andheri West,3.06,1585
1450,Andheri West,4.22,1558
1451,Andheri West,8.25,1102
1452,Chembur,3.9,1595
1453,Andheri West,1.92,1453
1454,Bandra East,5.02,1618
1455,Borivali West,7.64,1055
1456,Chembur,1.95,1645
1457,Worli,2.43,1301
1458,Worli,1.37,863
1459,Worli,7.64,1546
1460,Chembur,2.44,1586
1461,Chembur,3.26,1665
1462,Bandra East,1.81,1060
1463,Powai,4.83,1720
1464,Andheri West,4.73,1249
1465,Andheri West,5.02,965
1466,Bandra East,2.44,1603
1467,Worli,8.23,1298
1468,Andheri West,6.05,1541
1469,Borivali West,3.26,1677
1470,Chembur,5.66,1702
1471,Powai,1.84,980
1472,Andheri West,3.82,1168
1473,Chembur,6.5,1411
1474,Bandra East,7.92,890
1475,Powai,1.26,723
1476,Borivali West,2.23,1283
1477,Chembur,3.71,1792
1478,Bandra East,6.29,1576
1479,Borivali West,7.01,831
1480,Bandra East,6.23,915
1481,Bandra East,2.56,1786
1482,Powai,4.23,1271
1483,Bandra East,4.15,1118
1484,Powai,8.11,901
1485,Andheri West,5.16,1458
1486,Borivali West,1.39,1775
1487,Borivali West,8.26,1274
1488,Powai,7.1,1488
1489,Bandra East,4.53,711
1490,Worli,3.99,1791
1491,Chembur,5.25,1154
1492,Powai,4.09,1672
1493,Worli,7.1,1703
1494,Chembur,6.31,1255
1495,Powai,7.89,1389
1496,Chembur,6.26,1367
1497,Andheri West,3.44,672
1498,Andheri West,3.82,1434
1499,Andheri West,2.3,1522
1500,Powai,5.17,994
1501,Chembur,2.58,1703
1502,Worli,6.12,767
1503,Worli,3.5,965
1504,Borivali West,5.31,664
1505,Borivali West,2.91,723
1506,Powai,4.77,1641
1507,Powai,2.95,1303
1508,Chembur,7.08,720
1509,Bandra East,4.05,813
1510,Borivali West,6.78,736
1511,Worli,6.71,1377
1512,Chembur,5.91,1087
1513,Borivali West,3.73,1313
1514,Powai,7.67,1391
1515,Powai,6.09,1313
1516,Borivali West,2.09,1162
1517,Bandra East,3.09,936
1518,Bandra East,7.73,769
1519,Andheri West,8.22,1202
1520,Powai,4.73,1721
1521,Worli,3.69,1640
1522,Borivali West,6.19,844
1523,Bandra East,4.87,1421
1524,Andheri West,2.34,949
1525,Andheri West,4.0,1705
1526,Worli,2.33,1661
1527,Bandra East,1.9,1105
1528,Powai,2.99,1172
1529,Powai,5.13,1133
1530,Powai,5.98,1595
1531,Borivali West,1.38,669
1532,Powai,6.62,793
1533,Borivali West,5.72,1023
1534,Powai,6.79,845
1535,Chembur,6.48,1470
1536,Chembur,2.99,1114
1537,Chembur,7.79,860
1538,Borivali West,8.19,1303
1539,Powai,5.59,1291
1540,Andheri West,6.32,770
1541,Chembur,7.17,1457
1542,Chembur,3.09,826
1543,Andheri West,1.39,1377
1544,Bandra East,7.76,1407
1545,Worli,5.63,1273
1546,Worli,2.81,1763
1547,Borivali West,1.73,1049
1548,Worli,1.5,1631
1549,Chembur,7.66,1561
1550,Borivali West,6.27,722
1551,Powai,2.81,784
1552,Borivali West,6.13,1304
1553,Borivali West,7.71,666
1554,Borivali West,5.24,657
1555,Bandra East,3.64,1166
1556,Borivali West,2.12,1043
1557,Worli,5.38,1642
1558,Chembur,3.21,1523
1559,Bandra East,6.34,1281
1560,Powai,8.02,667
1561,Bandra East,3.82,707
1562,Chembur,7.43,614
1563,Chembur,4.85,992
1564,Worli,2.99,903
1565,Worli,3.96,1605
1566,Andheri West,7.64,791
1567,Worli,3.3,635
1568,Worli,3.16,802
1569,Powai,1.83,717
1570,Chembur,5.75,1083
1571,Bandra East,2.54,1421
1572,Worli,6.73,915
1573,Andheri West,3.65,745
1574,Worli,1.23,790
1575,Borivali West,8.43,1785
1576,Chembur,7.11,1446
1577,Bandra East,6.05,928
1578,Bandra East,5.26,1323
1579,Chembur,7.13,1554
1580,Bandra East,7.9,795
1581,Bandra East,2.68,1502
1582,Chembur,6.82,944
1583,Chembur,6.93,1003
1584,Worli,3.21,803
1585,Bandra East,5.76,1447
1586,Worli,5.56,871
1587,Borivali West,4.57,1552
1588,Chembur,8.24,969
1589,Powai,4.87,1431
1590,Borivali West,8.03,1291
1591,Powai,4.12,826
1592,Andheri West,6.18,664
1593,Powai,5.62,1726
1594,Borivali West,2.32,1130
1595,Chembur,6.47,1215
1596,Worli,2.76,1397
1597,Bandra East,7.76,850
1598,Powai,3.43,1739
1599,Worli,2.02,1219
1600,Powai,5.46,1658
1601,Powai,6.32,1698
1602,Powai,2.06,798
1603,Andheri West,5.99,1518
1604,Chembur,3.1,1708
1605,Powai,1.26,656
1606,Borivali West,4.85,1340
1607,Powai,3.03,739
1608,Andheri West,3.05,1135
1609,Powai,5.95,1034
1610,Andheri West,2.36,938
1611,Borivali West,2.52,1056
1612,Chembur,6.17,1767
1613,Chembur,5.14,796
1614,Powai,5.57,1004
1615,Worli,7.73,1603
1616,Borivali West,4.81,1307
1617,Borivali West,5.84,1511
1618,Borivali West,2.63,791
1619,Powai,7.44,1185
1620,Borivali West,7.56,949
1621,Bandra East,1.98,929
1622,Powai,8.42,698
1623,Chembur,5.51,1165
1624,Worli,1.29,1746
1625,Borivali West,8.17,904
1626,Powai,3.02,1421
1627,Bandra East,5.98,1535
1628,Andheri West,5.9,1164
1629,Chembur,4.42,815
1630,Andheri West,1.79,1486
1631,Borivali West,5.45,962
1632,Andheri West,5.28,781
1633,Worli,6.58,1041
1634,Worli,4.13,1577
1635,Bandra East,3.0,765
1636,Borivali West,4.42,1506
1637,Powai,2.55,1154
1638,Borivali West,5.23,936
1639,Worli,6.15,1430
1640,Worli,5.23,1506
1641,Powai,7.37,603
1642,Worli,4.47,1407
1643,Powai,8.47,1036
1644,Chembur,3.93,1570
1645,Powai,7.45,1111
1646,Worli,7.81,961
1647,Bandra East,8.16,1778
1648,Andheri West,7.08,1060
1649,Chembur,5.44,1337
1650,Borivali West,2.37,1542
1651,Worli,3.11,1521
1652,Borivali West,7.97,1389
1653,Bandra East,7.68,1180
1654,Bandra East,8.15,1293
1655,Bandra East,7.15,1142
1656,Bandra East,1.7,780
1657,Worli,4.54,1737
1658,Borivali West,1.75,855
1659,Powai,5.61,1762
1660,Bandra East,5.79,1389
1661,Worli,7.35,989
1662,Worli,5.42,631
1663,Worli,7.96,702
1664,Worli,8.12,639
1665,Powai,7.05,624
1666,Chembur,7.18,1701
1667,Borivali West,5.92,1455
1668,Borivali West,7.89,902
1669,Chembur,3.51,679
1670,Chembur,3.29,1528
1671,Powai,1.92,936
1672,Chembur,1.64,770
1673,Bandra East,3.84,1663
1674,Powai,4.73,612
1675,Andheri West,7.62,1402
1676,Powai,5.75,1625
1677,Borivali West,7.56,1644
1678,Borivali West,2.44,889
1679,Andheri West,3.74,1322
1680,Borivali West,8.32,1740
1681,Borivali West,7.61,1207
1682,Powai,2.01,966
1683,Chembur,5.78,1093
1684,Worli,6.81,791
1685,Borivali West,4.38,624
1686,Powai,7.06,1472
1687,Worli,2.4,1659
1688,Chembur,3.0,1263
1689,Bandra East,1.44,646
1690,Worli,5.6,1136
1691,Worli,4.61,1341
1692,Bandra East,6.27,933
1693,Powai,5.35,987
1694,Worli,6.51,742
1695,Worli,7.59,856
1696,Worli,8.02,1131
1697,Worli,5.45,1227
1698,Borivali West,2.06,1501
1699,Andheri West,7.19,1414
1700,Borivali West,8.08,1674
1701,Worli,6.77,768
1702,Andheri West,5.33,835
1703,Borivali West,8.14,1041
1704,Bandra East,7.03,1704
1705,Chembur,2.67,1163
1706,Worli,2.9,1397
1707,Borivali West,4.11,1397
1708,Andheri West,6.22,883
1709,Chembur,6.1,1406
1710,Andheri West,7.08,1764
1711,Borivali West,2.72,618
1712,Chembur,6.87,752
1713,Worli,2.0,1749
1714,Borivali West,6.59,763
1715,Bandra East,7.65,828
1716,Andheri West,6.23,1144
1717,Chembur,2.48,1312
1718,Worli,2.2,1592
1719,Andheri West,3.31,795
1720,Bandra East,6.54,1758
1721,Bandra East,2.79,800
1722,Chembur,1.48,1635
1723,Powai,6.79,984
1724,Bandra East,2.16,1323
1725,Andheri West,2.08,866
1726,Andheri West,4.47,764
1727,Borivali West,2.6,1096
1728,Chembur,1.56,868
1729,Borivali West,5.29,1017
1730,Borivali West,2.77,1043
1731,Bandra East,2.25,697
1732,Bandra East,6.76,1339
1733,Andheri West,6.9,1227
1734,Bandra East,5.7,1507
1735,Borivali West,1.87,693
1736,Chembur,2.13,1359
1737,Chembur,4.79,886
1738,Worli,5.8,1014
1739,Bandra East,7.53,1437
1740,Borivali West,5.4,1224
1741,Powai,1.92,625
1742,Borivali West,2.21,1738
1743,Powai,4.36,1775
1744,Worli,1.77,1551
1745,Borivali West,4.55,613
1746,Worli,7.99,993
1747,Andheri West,5.3,1363
1748,Bandra East,7.32,838
1749,Powai,6.17,1504
1750,Chembur,2.84,1743
1751,Bandra East,2.02,1686
1752,Worli,3.13,1574
1753,Andheri West,8.39,1115
1754,Worli,1.7,1528
1755,Worli,4.87,1628
1756,Bandra East,2.96,1570
1757,Bandra East,4.44,623
1758,Borivali West,7.45,1696
1759,Worli,5.45,1678
1760,Chembur,4.22,735
1761,Borivali West,1.69,1618
1762,Powai,4.51,761
1763,Andheri West,2.51,1624
1764,Worli,6.82,1578
1765,Borivali West,2.2,1507
1766,Worli,4.28,1005
1767,Borivali West,6.75,1434
1768,Powai,2.49,955
1769,Powai,1.47,1109
1770,Chembur,7.21,1027
1771,Bandra East,4.07,1654
1772,Bandra East,3.53,989
1773,Bandra East,2.35,1222
1774,Powai,1.31,1443
1775,Bandra East,1.4,1426
1776,Andheri West,8.43,1037
1777,Borivali West,5.92,1258
1778,Chembur,1.47,1664
1779,Powai,5.34,1065
1780,Chembur,7.25,1718
1781,Borivali West,7.64,1031
1782,Bandra East,5.59,1350
1783,Worli,7.17,1335
1784,Andheri West,1.37,1772
1785,Andheri West,1.68,1509
1786,Chembur,3.11,1065
1787,Andheri West,3.96,1773
1788,Chembur,2.8,1646
1789,Powai,4.2,745
1790,Powai,2.79,1751
1791,Bandra East,4.0,1229
1792,Andheri West,2.24,1158
1793,Chembur,3.25,1549
1794,Borivali West,2.57,733
1795,Chembur,2.03,657
1796,Chembur,7.22,767
1797,Chembur,8.45,1748
1798,Powai,6.55,688
1799,Worli,7.51,1604
1800,Worli,1.55,1524
1801,Powai,3.81,1675
1802,Powai,8.23,1535
1803,Chembur,4.41,1581
1804,Andheri West,2.17,1422
1805,Andheri West,1.77,1589
1806,Powai,7.24,1491
1807,Powai,7.47,772
1808,Worli,7.26,1330
1809,Borivali West,2.72,1237
1810,Powai,5.97,784
1811,Borivali West,4.26,1033
1812,Bandra East,1.6,1512
1813,Andheri West,4.4,664
1814,Bandra East,4.92,1429
1815,Worli,1.2,1176
1816,Bandra East,5.39,1102
1817,Bandra East,7.04,1378
1818,Andheri West,5.09,1281
1819,Borivali West,2.26,1050
1820,Chembur,7.0,1255
1821,Bandra East,5.88,803
1822,Powai,2.7,1180
1823,Andheri West,1.35,1784
1824,Bandra East,4.25,981
1825,Worli,4.98,1336
1826,Borivali West,3.08,933
1827,Powai,4.9,1585
1828,Andheri West,2.99,1188
1829,Powai,2.18,791
1830,Worli,6.08,1754
1831,Chembur,2.46,1710
1832,Andheri West,5.13,711
1833,Bandra East,5.51,750
1834,Andheri West,8.01,1711
1835,Andheri West,3.54,1467
1836,Chembur,4.53,1476
1837,Powai,5.08,1732
1838,Worli,7.83,801
1839,Bandra East,7.1,983
1840,Andheri West,6.41,1120
1841,Andheri West,7.33,1439
1842,Worli,7.89,723
1843,Andheri West,4.38,665
1844,Chembur,3.46,849
1845,Chembur,5.26,1257
1846,Bandra East,1.42,691
1847,Borivali West,7.32,657
1848,Powai,4.7,1177
1849,Powai,4.22,802
1850,Borivali West,1.78,967
1851,Andheri West,6.01,1657
1852,Worli,3.79,868
1853,Powai,5.2,1459
1854,Borivali West,6.5,1416
1855,Powai,7.57,1333
1856,Powai,2.27,1213
1857,Powai,5.86,899
1858,Worli,6.17,1777
1859,Chembur,3.61,645
1860,Andheri West,2.08,1275
1861,Powai,7.63,1518
1862,Bandra East,3.68,1653
1863,Borivali West,2.52,1288
1864,Bandra East,4.05,1788
1865,Worli,8.24,1670
1866,Borivali West,8.07,1411
1867,Worli,2.03,1216
1868,Bandra East,8.07,1667
1869,Andheri West,5.53,1140
1870,Powai,3.44,1759
1871,Worli,6.6,692
1872,Chembur,6.36,1680
1873,Andheri West,1.42,1595
1874,Powai,3.94,1786
1875,Borivali West,6.41,709
1876,Powai,3.24,1104
1877,Powai,2.65,1601
1878,Borivali West,3.05,1433
1879,Worli,5.79,1096
1880,Worli,4.99,1680
1881,Powai,3.87,1546
1882,Worli,3.84,1381
1883,Andheri West,1.33,1712
1884,Worli,3.41,1110
1885,Chembur,3.83,976
1886,Bandra East,6.93,1034
1887,Andheri West,8.23,750
